Time,CashRate,InterbankOvernightCashRate,CashRate_ReturnTotalIndex
09-Oct-2019,0.75,0.75,123.905978
10-Oct-2019,0.75,0.75,123.908524
11-Oct-2019,0.75,0.75,123.916162
14-Oct-2019,0.75,0.75,123.918708
15-Oct-2019,0.75,0.75,123.921254
16-Oct-2019,0.75,0.75,123.923801
17-Oct-2019,0.75,0.75,123.926347
18-Oct-2019,0.75,0.75,123.933986
21-Oct-2019,0.75,0.75,123.936533
22-Oct-2019,0.75,0.75,123.939080
23-Oct-2019,0.75,0.75,123.941626
24-Oct-2019,0.75,0.75,123.944173
25-Oct-2019,0.75,0.75,123.951814
28-Oct-2019,0.75,0.75,123.954361
29-Oct-2019,0.75,0.75,123.956908
30-Oct-2019,0.75,0.75,123.959455
31-Oct-2019,0.75,0.75,123.962002
01-Nov-2019,0.75,0.75,123.969643
04-Nov-2019,0.75,0.75,123.972191
05-Nov-2019,0.75,0.75,123.974738
06-Nov-2019,0.75,0.75,123.977285
07-Nov-2019,0.75,0.75,123.979833
08-Nov-2019,0.75,0.75,123.987475
11-Nov-2019,0.75,0.75,123.990023
12-Nov-2019,0.75,0.75,123.992571
13-Nov-2019,0.75,0.75,123.995119
14-Nov-2019,0.75,0.75,123.997666
15-Nov-2019,0.75,0.75,124.005310
18-Nov-2019,0.75,0.75,124.007858
19-Nov-2019,0.75,0.75,124.010406
20-Nov-2019,0.75,0.75,124.012954
21-Nov-2019,0.75,0.75,124.015503
22-Nov-2019,0.75,0.75,124.023147
25-Nov-2019,0.75,0.75,124.025696
26-Nov-2019,0.75,0.75,124.028244
27-Nov-2019,0.75,0.75,124.030793
28-Nov-2019,0.75,0.75,124.033341
29-Nov-2019,0.75,0.75,124.040987
02-Dec-2019,0.75,0.75,124.043536
03-Dec-2019,0.75,0.75,124.046085
04-Dec-2019,0.75,0.75,124.048634
05-Dec-2019,0.75,0.75,124.051183
06-Dec-2019,0.75,0.75,124.058830
09-Dec-2019,0.75,0.75,124.061379
10-Dec-2019,0.75,0.75,124.063928
11-Dec-2019,0.75,0.75,124.066477
12-Dec-2019,0.75,0.75,124.069027
13-Dec-2019,0.75,0.75,124.076675
16-Dec-2019,0.75,0.75,124.079224
17-Dec-2019,0.75,0.75,124.081774
18-Dec-2019,0.75,0.75,124.084324
19-Dec-2019,0.75,0.75,124.086873
20-Dec-2019,0.75,0.75,124.094522
23-Dec-2019,0.75,0.75,124.097072
24-Dec-2019,0.75,0.75,124.104722
27-Dec-2019,0.75,0.75,124.112372
30-Dec-2019,0.75,0.75,124.114923
31-Dec-2019,0.75,0.75,124.120023
02-Jan-2020,0.75,0.75,124.122574
03-Jan-2020,0.75,0.75,124.130225
06-Jan-2020,0.75,0.75,124.132776
07-Jan-2020,0.75,0.75,124.135326
08-Jan-2020,0.75,0.75,124.137877
09-Jan-2020,0.75,0.75,124.140428
10-Jan-2020,0.75,0.75,124.148080
13-Jan-2020,0.75,0.75,124.150631
14-Jan-2020,0.75,0.75,124.153182
15-Jan-2020,0.75,0.75,124.155733
16-Jan-2020,0.75,0.75,124.158285
17-Jan-2020,0.75,0.75,124.165938
20-Jan-2020,0.75,0.75,124.168490
21-Jan-2020,0.75,0.75,124.171041
22-Jan-2020,0.75,0.75,124.173592
23-Jan-2020,0.75,0.75,124.176144
24-Jan-2020,0.75,0.75,124.186350
28-Jan-2020,0.75,0.75,124.188902
29-Jan-2020,0.75,0.75,124.191454
30-Jan-2020,0.75,0.75,124.194006
31-Jan-2020,0.75,0.75,124.201661
03-Feb-2020,0.75,0.75,124.204214
04-Feb-2020,0.75,0.75,124.206766
05-Feb-2020,0.75,0.75,124.209318
06-Feb-2020,0.75,0.75,124.211870
07-Feb-2020,0.75,0.75,124.219527
10-Feb-2020,0.75,0.75,124.222080
11-Feb-2020,0.75,0.75,124.224632
12-Feb-2020,0.75,0.75,124.227185
13-Feb-2020,0.75,0.75,124.229737
14-Feb-2020,0.75,0.75,124.237395
17-Feb-2020,0.75,0.75,124.239948
18-Feb-2020,0.75,0.75,124.242501
19-Feb-2020,0.75,0.75,124.245054
20-Feb-2020,0.75,0.75,124.247607
21-Feb-2020,0.75,0.75,124.255266
24-Feb-2020,0.75,0.75,124.257819
25-Feb-2020,0.75,0.75,124.260372
26-Feb-2020,0.75,0.75,124.262926
27-Feb-2020,0.75,0.75,124.265479
28-Feb-2020,0.75,0.75,124.273139
02-Mar-2020,0.75,0.75,124.275693
03-Mar-2020,0.75,0.75,124.278246
04-Mar-2020,0.50,0.50,124.279949
05-Mar-2020,0.50,0.50,124.281651
06-Mar-2020,0.50,0.50,124.286759
09-Mar-2020,0.50,0.50,124.288461
10-Mar-2020,0.50,0.50,124.290164
11-Mar-2020,0.50,0.50,124.291866
12-Mar-2020,0.50,0.50,124.293569
13-Mar-2020,0.50,0.50,124.298677
16-Mar-2020,0.50,0.50,124.300380
17-Mar-2020,0.50,0.50,124.302083
18-Mar-2020,0.50,0.50,124.303785
19-Mar-2020,0.50,0.50,124.305488
20-Mar-2020,0.25,0.25,124.308042
23-Mar-2020,0.25,0.25,124.308894
24-Mar-2020,0.25,0.25,124.309745
25-Mar-2020,0.25,0.24,124.310563
26-Mar-2020,0.25,0.23,124.311346
27-Mar-2020,0.25,0.22,124.313594
30-Mar-2020,0.25,0.23,124.314377
31-Mar-2020,0.25,0.20,124.315058
01-Apr-2020,0.25,0.20,124.315739
02-Apr-2020,0.25,0.19,124.316387
03-Apr-2020,0.25,0.18,124.318226
06-Apr-2020,0.25,0.18,124.318839
07-Apr-2020,0.25,0.17,124.319418
08-Apr-2020,0.25,0.17,124.319997
09-Apr-2020,0.25,0.17,124.322892
14-Apr-2020,0.25,0.17,124.323471
15-Apr-2020,0.25,0.16,124.324016
16-Apr-2020,0.25,0.15,124.324527
17-Apr-2020,0.25,0.15,124.326060
20-Apr-2020,0.25,0.15,124.326571
21-Apr-2020,0.25,0.14,124.327047
22-Apr-2020,0.25,0.14,124.327524
23-Apr-2020,0.25,0.14,124.328001
24-Apr-2020,0.25,0.14,124.329432
27-Apr-2020,0.25,0.13,124.329875
28-Apr-2020,0.25,0.13,124.330317
29-Apr-2020,0.25,0.13,124.330760
30-Apr-2020,0.25,0.14,124.331237
01-May-2020,0.25,0.14,124.332668
04-May-2020,0.25,0.14,124.333145
05-May-2020,0.25,0.14,124.333622
06-May-2020,0.25,0.14,124.334099
07-May-2020,0.25,0.14,124.334575
08-May-2020,0.25,0.14,124.336006
11-May-2020,0.25,0.14,124.336483
12-May-2020,0.25,0.14,124.336960
13-May-2020,0.25,0.14,124.337437
14-May-2020,0.25,0.13,124.337880
15-May-2020,0.25,0.13,124.339208
18-May-2020,0.25,0.13,124.339651
19-May-2020,0.25,0.13,124.340094
20-May-2020,0.25,0.13,124.340537
21-May-2020,0.25,0.13,124.340980
22-May-2020,0.25,0.13,124.342308
25-May-2020,0.25,0.13,124.342751
26-May-2020,0.25,0.13,124.343194
27-May-2020,0.25,0.13,124.343637
28-May-2020,0.25,0.14,124.344114
29-May-2020,0.25,0.14,124.345545
01-Jun-2020,0.25,0.15,124.346056
02-Jun-2020,0.25,0.15,124.346567
03-Jun-2020,0.25,0.14,124.347044
04-Jun-2020,0.25,0.14,124.347520
05-Jun-2020,0.25,0.14,124.349428
09-Jun-2020,0.25,0.14,124.349905
10-Jun-2020,0.25,0.14,124.350382
11-Jun-2020,0.25,0.14,124.350859
12-Jun-2020,0.25,0.14,124.352290
15-Jun-2020,0.25,0.13,124.352733
16-Jun-2020,0.25,0.13,124.353176
17-Jun-2020,0.25,0.13,124.353619
18-Jun-2020,0.25,0.13,124.354062
19-Jun-2020,0.25,0.13,124.355390
22-Jun-2020,0.25,0.13,124.355833
23-Jun-2020,0.25,0.13,124.356276
24-Jun-2020,0.25,0.13,124.356719
25-Jun-2020,0.25,0.13,124.357162
26-Jun-2020,0.25,0.13,124.358491
29-Jun-2020,0.25,0.13,124.358934
30-Jun-2020,0.25,0.14,124.359411
01-Jul-2020,0.25,0.14,124.359888
02-Jul-2020,0.25,0.14,124.360365
03-Jul-2020,0.25,0.13,124.361693
06-Jul-2020,0.25,0.13,124.362136
07-Jul-2020,0.25,0.13,124.362579
08-Jul-2020,0.25,0.13,124.363022
09-Jul-2020,0.25,0.13,124.363465
10-Jul-2020,0.25,0.13,124.364794
13-Jul-2020,0.25,0.13,124.365237
14-Jul-2020,0.25,0.13,124.365680
15-Jul-2020,0.25,0.13,124.366123
16-Jul-2020,0.25,0.13,124.366566
17-Jul-2020,0.25,0.13,124.367895
20-Jul-2020,0.25,0.13,124.368338
21-Jul-2020,0.25,0.13,124.368781
22-Jul-2020,0.25,0.13,124.369223
23-Jul-2020,0.25,0.13,124.369666
24-Jul-2020,0.25,0.13,124.370995
27-Jul-2020,0.25,0.13,124.371438
28-Jul-2020,0.25,0.13,124.371881
29-Jul-2020,0.25,0.13,124.372324
30-Jul-2020,0.25,0.13,124.372767
31-Jul-2020,0.25,0.13,124.374096
03-Aug-2020,0.25,0.13,124.374539
04-Aug-2020,0.25,0.13,124.374982
05-Aug-2020,0.25,0.14,124.375459
06-Aug-2020,0.25,0.14,124.375936
07-Aug-2020,0.25,0.14,124.377367
10-Aug-2020,0.25,0.13,124.377810
11-Aug-2020,0.25,0.13,124.378253
12-Aug-2020,0.25,0.13,124.378696
13-Aug-2020,0.25,0.13,124.379139
14-Aug-2020,0.25,0.13,124.380468
17-Aug-2020,0.25,0.13,124.380911
18-Aug-2020,0.25,0.13,124.381354
19-Aug-2020,0.25,0.13,124.381797
20-Aug-2020,0.25,0.13,124.382240
21-Aug-2020,0.25,0.13,124.383569
24-Aug-2020,0.25,0.13,124.384012
25-Aug-2020,0.25,0.13,124.384455
26-Aug-2020,0.25,0.13,124.384898
27-Aug-2020,0.25,0.13,124.385341
28-Aug-2020,0.25,0.13,124.386670
31-Aug-2020,0.25,0.13,124.387113
01-Sep-2020,0.25,0.13,124.387556
02-Sep-2020,0.25,0.13,124.387999
03-Sep-2020,0.25,0.13,124.388442
04-Sep-2020,0.25,0.13,124.389772
07-Sep-2020,0.25,0.13,124.390215
08-Sep-2020,0.25,0.13,124.390658
09-Sep-2020,0.25,0.13,124.391101
10-Sep-2020,0.25,0.13,124.391544
11-Sep-2020,0.25,0.13,124.392873
14-Sep-2020,0.25,0.13,124.393316
15-Sep-2020,0.25,0.13,124.393759
16-Sep-2020,0.25,0.13,124.394202
17-Sep-2020,0.25,0.13,124.394645
18-Sep-2020,0.25,0.13,124.395974
21-Sep-2020,0.25,0.13,124.396417
22-Sep-2020,0.25,0.13,124.396860
23-Sep-2020,0.25,0.13,124.397303
24-Sep-2020,0.25,0.13,124.397746
25-Sep-2020,0.25,0.13,124.399076
28-Sep-2020,0.25,0.13,124.399519
29-Sep-2020,0.25,0.13,124.399962
30-Sep-2020,0.25,0.13,124.400405
01-Oct-2020,0.25,0.13,124.400848
02-Oct-2020,0.25,0.13,124.402200
05-Oct-2020,0.25,0.13,124.402620
06-Oct-2020,0.25,0.13,124.403063
07-Oct-2020,0.25,0.13,124.403506
08-Oct-2020,0.25,0.13,124.403949
09-Oct-2020,0.25,0.13,124.405279
12-Oct-2020,0.25,0.13,124.405722
13-Oct-2020,0.25,0.13,124.406165
14-Oct-2020,0.25,0.13,124.406608
15-Oct-2020,0.25,0.13,124.407051
16-Oct-2020,0.25,0.13,124.408380
19-Oct-2020,0.25,0.13,124.408823
20-Oct-2020,0.25,0.13,124.409266
21-Oct-2020,0.25,0.13,124.409710
22-Oct-2020,0.25,0.13,124.410153
23-Oct-2020,0.25,0.13,124.411482
26-Oct-2020,0.25,0.13,124.411925
27-Oct-2020,0.25,0.13,124.412368
28-Oct-2020,0.25,0.13,124.412811
29-Oct-2020,0.25,0.13,124.413254
30-Oct-2020,0.25,0.13,124.414584
02-Nov-2020,0.25,0.13,124.415027
03-Nov-2020,0.25,0.13,124.415470
04-Nov-2020,0.10,0.04,124.415606
05-Nov-2020,0.10,0.04,124.415743
06-Nov-2020,0.10,0.04,124.416152
09-Nov-2020,0.10,0.05,124.416322
10-Nov-2020,0.10,0.05,124.416493
11-Nov-2020,0.10,0.05,124.416663
12-Nov-2020,0.10,0.05,124.416833
13-Nov-2020,0.10,0.05,124.417345
16-Nov-2020,0.10,0.05,124.417515
17-Nov-2020,0.10,0.05,124.417686
18-Nov-2020,0.10,0.05,124.417856
19-Nov-2020,0.10,0.05,124.418027
20-Nov-2020,0.10,0.05,124.418538
23-Nov-2020,0.10,0.05,124.418708
24-Nov-2020,0.10,0.05,124.418879
25-Nov-2020,0.10,0.05,124.419049
26-Nov-2020,0.10,0.05,124.419220
27-Nov-2020,0.10,0.05,124.419731
30-Nov-2020,0.10,0.05,124.419901
01-Dec-2020,0.10,0.05,124.420072
02-Dec-2020,0.10,0.04,124.420208
03-Dec-2020,0.10,0.04,124.420344
04-Dec-2020,0.10,0.04,124.420753
07-Dec-2020,0.10,0.04,124.420890
08-Dec-2020,0.10,0.04,124.421026
09-Dec-2020,0.10,0.04,124.421163
10-Dec-2020,0.10,0.04,124.421299
11-Dec-2020,0.10,0.04,124.421708
14-Dec-2020,0.10,0.04,124.421844
15-Dec-2020,0.10,0.04,124.421981
16-Dec-2020,0.10,0.04,124.422117
17-Dec-2020,0.10,0.04,124.422253
18-Dec-2020,0.10,0.04,124.422662
21-Dec-2020,0.10,0.04,124.422799
22-Dec-2020,0.10,0.04,124.422935
23-Dec-2020,0.10,0.04,124.423071
24-Dec-2020,0.10,0.04,124.423753
29-Dec-2020,0.10,0.04,124.423890
30-Dec-2020,0.10,0.04,124.424026
31-Dec-2020,0.10,0.04,124.424571
04-Jan-2021,0.10,0.04,124.424708
05-Jan-2021,0.10,0.04,124.424844
06-Jan-2021,0.10,0.03,124.424946
07-Jan-2021,0.10,0.03,124.425049
08-Jan-2021,0.10,0.03,124.425355
11-Jan-2021,0.10,0.03,124.425458
12-Jan-2021,0.10,0.03,124.425560
13-Jan-2021,0.10,0.03,124.425662
14-Jan-2021,0.10,0.03,124.425765
15-Jan-2021,0.10,0.03,124.426071
18-Jan-2021,0.10,0.03,124.426174
19-Jan-2021,0.10,0.03,124.426276
20-Jan-2021,0.10,0.03,124.426378
21-Jan-2021,0.10,0.03,124.426480
22-Jan-2021,0.10,0.03,124.426787
25-Jan-2021,0.10,0.03,124.426992
27-Jan-2021,0.10,0.03,124.427094
28-Jan-2021,0.10,0.03,124.427196
29-Jan-2021,0.10,0.03,124.427503
01-Feb-2021,0.10,0.03,124.427605
02-Feb-2021,0.10,0.03,124.427708
03-Feb-2021,0.10,0.03,124.427810
04-Feb-2021,0.10,0.03,124.427912
05-Feb-2021,0.10,0.03,124.428219
08-Feb-2021,0.10,0.03,124.428321
09-Feb-2021,0.10,0.03,124.428423
10-Feb-2021,0.10,0.03,124.428526
11-Feb-2021,0.10,0.03,124.428628
12-Feb-2021,0.10,0.03,124.428935
15-Feb-2021,0.10,0.03,124.429037
16-Feb-2021,0.10,0.03,124.429139
17-Feb-2021,0.10,0.03,124.429242
18-Feb-2021,0.10,0.03,124.429344
19-Feb-2021,0.10,0.03,124.429651
22-Feb-2021,0.10,0.03,124.429753
23-Feb-2021,0.10,0.03,124.429855
24-Feb-2021,0.10,0.03,124.429958
25-Feb-2021,0.10,0.03,124.430060
26-Feb-2021,0.10,0.03,124.430367
01-Mar-2021,0.10,0.03,124.430469
02-Mar-2021,0.10,0.03,124.430571
03-Mar-2021,0.10,0.03,124.430673
04-Mar-2021,0.10,0.03,124.430776
05-Mar-2021,0.10,0.03,124.431083
08-Mar-2021,0.10,0.03,124.431185
09-Mar-2021,0.10,0.03,124.431287
10-Mar-2021,0.10,0.03,124.431389
11-Mar-2021,0.10,0.03,124.431492
12-Mar-2021,0.10,0.03,124.431798
15-Mar-2021,0.10,0.03,124.431901
16-Mar-2021,0.10,0.03,124.432003
17-Mar-2021,0.10,0.03,124.432105
18-Mar-2021,0.10,0.03,124.432208
19-Mar-2021,0.10,0.03,124.432514
22-Mar-2021,0.10,0.03,124.432617
23-Mar-2021,0.10,0.03,124.432719
24-Mar-2021,0.10,0.03,124.432821
25-Mar-2021,0.10,0.03,124.432923
26-Mar-2021,0.10,0.03,124.433230
29-Mar-2021,0.10,0.03,124.433333
30-Mar-2021,0.10,0.03,124.433435
31-Mar-2021,0.10,0.03,124.433537
01-Apr-2021,0.10,0.03,124.434048
06-Apr-2021,0.10,0.03,124.434151
07-Apr-2021,0.10,0.03,124.434253
08-Apr-2021,0.10,0.03,124.434355
09-Apr-2021,0.10,0.03,124.434662
12-Apr-2021,0.10,0.03,124.434764
13-Apr-2021,0.10,0.03,124.434867
14-Apr-2021,0.10,0.03,124.434969
15-Apr-2021,0.10,0.03,124.435071
16-Apr-2021,0.10,0.03,124.435378
19-Apr-2021,0.10,0.03,124.435480
20-Apr-2021,0.10,0.03,124.435583
21-Apr-2021,0.10,0.03,124.435685
22-Apr-2021,0.10,0.03,124.435787
23-Apr-2021,0.10,0.03,124.436094
26-Apr-2021,0.10,0.03,124.436196
27-Apr-2021,0.10,0.03,124.436299
28-Apr-2021,0.10,0.03,124.436401
29-Apr-2021,0.10,0.03,124.436503
30-Apr-2021,0.10,0.03,124.436810
03-May-2021,0.10,0.03,124.436912
04-May-2021,0.10,0.03,124.437014
05-May-2021,0.10,0.03,124.437117
06-May-2021,0.10,0.03,124.437219
07-May-2021,0.10,0.03,124.437526
10-May-2021,0.10,0.03,124.437628
11-May-2021,0.10,0.03,124.437730
12-May-2021,0.10,0.03,124.437833
13-May-2021,0.10,0.03,124.437935
14-May-2021,0.10,0.03,124.438242
17-May-2021,0.10,0.03,124.438344
18-May-2021,0.10,0.03,124.438446
19-May-2021,0.10,0.03,124.438549
20-May-2021,0.10,0.03,124.438651
21-May-2021,0.10,0.03,124.438958
24-May-2021,0.10,0.03,124.439060
25-May-2021,0.10,0.03,124.439162
26-May-2021,0.10,0.03,124.439265
27-May-2021,0.10,0.03,124.439367
28-May-2021,0.10,0.03,124.439674
31-May-2021,0.10,0.03,124.439776
01-Jun-2021,0.10,0.03,124.439878
02-Jun-2021,0.10,0.03,124.439981
03-Jun-2021,0.10,0.03,124.440083
04-Jun-2021,0.10,0.03,124.440390
07-Jun-2021,0.10,0.03,124.440492
08-Jun-2021,0.10,0.03,124.440594
09-Jun-2021,0.10,0.03,124.440696
10-Jun-2021,0.10,0.03,124.440799
11-Jun-2021,0.10,0.03,124.441208
15-Jun-2021,0.10,0.03,124.441310
16-Jun-2021,0.10,0.03,124.441412
17-Jun-2021,0.10,0.03,124.441515
18-Jun-2021,0.10,0.03,124.441822
21-Jun-2021,0.10,0.03,124.441924
22-Jun-2021,0.10,0.03,124.442026
23-Jun-2021,0.10,0.03,124.442128
24-Jun-2021,0.10,0.03,124.442231
25-Jun-2021,0.10,0.03,124.442538
28-Jun-2021,0.10,0.03,124.442640
29-Jun-2021,0.10,0.03,124.442742
30-Jun-2021,0.10,0.03,124.442844
01-Jul-2021,,,
