Time,AUD_to_USD,AUD_to_EUR,AUD_to_GBP,AUD_to_JPY,AUD_to_CNY,AUD_to_KRW,AUD_to_CAD,AUD_to_INR
18-Dec-20,0.7594,0.6204,0.5614,78.56,4.9683,834.95,0.9682,55.84
21-Dec-20,0.757,0.6209,0.5665,78.27,4.9585,834.31,0.9721,55.75
22-Dec-20,0.7557,0.6182,0.5644,78.18,4.951,836.86,0.9729,55.84
23-Dec-20,0.7552,0.6196,0.5635,78.13,4.9461,837.33,0.9735,55.77
24-Dec-20,0.7582,0.6212,0.5596,78.53,4.9527,836.15,0.9742,55.82
29-Dec-20,0.7596,0.6206,0.563,78.76,4.9613,829.55,0.9743,55.75
30-Dec-20,0.7657,0.6233,0.5654,79.1,4.9954,831.19,0.9794,56.13
31-Dec-20,0.7702,0.6269,0.5657,79.45,5.0298,836.71,0.9818,56.31
04-Jan-21,0.7703,0.6289,0.563,79.34,4.9832,832.89,0.9786,56.17
05-Jan-21,0.7701,0.6276,0.5668,79.32,4.9744,837.59,0.9825,56.33
06-Jan-21,0.7766,0.6318,0.5707,79.86,5.0149,844.04,0.9841,56.79
07-Jan-21,0.7795,0.6325,0.5732,80.39,5.0326,847.86,0.988,56.99
08-Jan-21,0.7769,0.6336,0.5729,80.69,5.0237,850.67,0.985,56.98
11-Jan-21,0.7697,0.6322,0.5702,80.2,4.9937,845.98,0.9821,56.52
12-Jan-21,0.7691,0.6333,0.5687,80.22,4.9779,847.44,0.9832,56.46
13-Jan-21,0.7763,0.6358,0.5675,80.46,5.0123,850.51,0.9872,56.76
14-Jan-21,0.7751,0.6379,0.5682,80.63,5.0154,853.5,0.9833,56.68
15-Jan-21,0.7766,0.6393,0.5676,80.59,5.0232,852.75,0.9825,56.7
18-Jan-21,0.7685,0.6367,0.5666,79.73,4.9866,849.53,0.9821,56.3
19-Jan-21,0.7718,0.6381,0.5672,80.27,5.0067,850.08,0.9819,56.45
20-Jan-21,0.7722,0.636,0.5657,80.13,4.9953,848.9,0.9815,56.44
21-Jan-21,0.7771,0.6406,0.5679,80.35,5.0205,854.94,0.9806,56.67
22-Jan-21,0.7746,0.6363,0.5649,80.23,5.0106,854.24,0.9815,56.57
25-Jan-21,0.7738,0.6355,0.5647,80.3,5.0111,853.1,0.983,56.43
27-Jan-21,0.7736,0.6363,0.5634,80.23,4.9995,855.06,0.9842,56.4
28-Jan-21,0.7628,0.6307,0.558,79.56,4.9417,851.57,0.9787,55.77
29-Jan-21,0.7645,0.6318,0.5577,79.9,4.9405,855.25,0.9836,55.79
01-Feb-21,0.7652,0.6309,0.5572,80.12,4.9437,855.61,0.9774,55.76
02-Feb-21,0.7623,0.6313,0.5571,80.03,4.9251,850.91,0.9783,55.68
03-Feb-21,0.7613,0.6322,0.5571,79.94,4.9175,848.42,0.973,55.55
04-Feb-21,0.7624,0.6343,0.5601,80.16,4.9239,852.78,0.9758,55.59
05-Feb-21,0.7593,0.635,0.5552,80.14,4.9177,854.38,0.9742,55.38
08-Feb-21,0.7673,0.6376,0.559,80.97,4.9551,858.85,0.9795,55.88
09-Feb-21,0.7727,0.6398,0.5608,81.04,4.9832,861.81,0.9836,56.31
10-Feb-21,0.774,0.6381,0.56,80.94,4.9831,857.55,0.9827,56.4
11-Feb-21,0.7735,0.6381,0.5586,80.91,4.9954,856.15,0.9819,56.3
12-Feb-21,0.7745,0.6389,0.5616,81.18,5.0019,857.26,0.9855,56.36
15-Feb-21,0.7782,0.6414,0.56,81.74,5.0258,857.53,0.9859,56.51
16-Feb-21,0.7796,0.6422,0.5593,82.29,5.0348,856.58,0.9839,56.64
17-Feb-21,0.7753,0.6411,0.5581,82.08,5.007,858.09,0.9842,56.49
18-Feb-21,0.7754,0.6442,0.5599,82.09,5.0019,858,0.9852,56.4
19-Feb-21,0.777,0.6425,0.5564,82.05,5.0279,860.92,0.987,56.45
22-Feb-21,0.7876,0.6498,0.5617,83.23,5.0899,872.65,0.9926,57.12
23-Feb-21,0.7923,0.6509,0.5626,83.2,5.1175,879.43,0.9973,57.29
24-Feb-21,0.7913,0.6513,0.5588,83.49,5.1131,878.94,0.9955,57.24
25-Feb-21,0.797,0.6545,0.5629,84.39,5.142,883.72,0.9966,57.66
26-Feb-21,0.7829,0.6441,0.5609,83.1,5.0665,878.53,0.9879,57.2
01-Mar-21,0.7745,0.6413,0.5545,82.5,5.0065,870.07,0.9845,56.85
02-Mar-21,0.7755,0.6451,0.559,82.83,5.0195,871.66,0.9835,56.9
03-Mar-21,0.7822,0.647,0.5605,83.59,5.0564,878.04,0.988,57.18
04-Mar-21,0.7793,0.6465,0.5586,83.43,5.0426,877.61,0.9864,56.76
05-Mar-21,0.7709,0.6448,0.5552,83.3,4.9903,869.85,0.9763,56.16
08-Mar-21,0.7702,0.6469,0.5571,83.47,5.0148,873.06,0.9747,56.28
09-Mar-21,0.7663,0.6462,0.5536,83.67,4.9996,873.83,0.9695,56.06
10-Mar-21,0.7684,0.6469,0.5542,83.63,5.0034,877.87,0.9733,56.04
11-Mar-21,0.7747,0.6495,0.5559,84.14,5.0347,881.11,0.9769,56.37
12-Mar-21,0.7785,0.6506,0.5569,84.64,5.0502,879.36,0.9764,56.57
15-Mar-21,0.7749,0.6488,0.5565,84.6,5.0403,880.33,0.9667,56.36
16-Mar-21,0.7753,0.6494,0.5589,84.65,5.0374,876.69,0.9673,56.15
17-Mar-21,0.7737,0.6501,0.5569,84.43,5.0309,875.67,0.9633,56.13
18-Mar-21,0.7827,0.6544,0.561,85.26,5.0834,879.5,0.9705,56.69
19-Mar-21,0.7753,0.6505,0.5568,84.41,5.0484,877.27,0.9682,56.24
22-Mar-21,0.7726,0.6496,0.5579,84.06,5.0282,873.29,0.9659,55.95
23-Mar-21,0.77,0.6458,0.5566,83.72,5.0129,869.1,0.966,55.74
24-Mar-21,0.7601,0.6417,0.5543,82.49,4.9582,860.65,0.9575,55.15
25-Mar-21,0.76,0.6429,0.5548,82.78,4.9651,861.73,0.9554,55.18
26-Mar-21,0.7613,0.6464,0.5533,83.19,4.9807,860.92,0.9582,55.18
29-Mar-21,0.7631,0.6478,0.5541,83.6,4.9946,863.81,0.9627,55.33
30-Mar-21,0.7652,0.6505,0.5553,84.13,5.0281,867.52,0.9635,55.71
31-Mar-21,0.7602,0.6493,0.5538,84.28,4.9895,860.62,0.9594,55.91
01-Apr-21,0.7543,0.6438,0.5479,83.5,4.9577,853.79,0.9499,55.15
06-Apr-21,0.7648,0.6475,0.5496,84.26,5.009,857.33,0.9585,56.06
07-Apr-21,0.766,0.6451,0.5544,84.08,5.0087,854.97,0.964,56.58
08-Apr-21,0.7638,0.6433,0.555,83.77,5.0016,853.23,0.9624,56.77
09-Apr-21,0.7614,0.6402,0.5556,83.3,4.9912,853.1,0.9589,56.92
12-Apr-21,0.7605,0.6396,0.5555,83.31,4.9846,856.04,0.9556,56.97
13-Apr-21,0.7604,0.6393,0.5535,83.41,4.9815,856.86,0.9566,57.07
14-Apr-21,0.7672,0.6413,0.5569,83.56,5.0179,857.57,0.9619,57.66
15-Apr-21,0.7716,0.6444,0.5601,84.03,5.0446,862.38,0.9666,57.94
16-Apr-21,0.7745,0.647,0.5626,84.27,5.0549,862.74,0.9699,57.73
19-Apr-21,0.7738,0.6466,0.5585,83.97,5.0497,865.19,0.9675,57.98
20-Apr-21,0.7803,0.6469,0.5574,84.43,5.0667,867.44,0.9746,58.32
21-Apr-21,0.7715,0.6412,0.554,83.33,5.0104,862.2,0.9724,57.78
22-Apr-21,0.7745,0.6436,0.5558,83.68,5.0224,865.36,0.9684,58.15
23-Apr-21,0.7733,0.6428,0.5578,83.43,5.0233,864.77,0.9648,57.92
26-Apr-21,0.7771,0.6419,0.5592,83.77,5.0431,865.05,0.9687,58.09
27-Apr-21,0.7799,0.6458,0.5613,84.4,5.0552,864.99,0.9668,58.12
28-Apr-21,0.7745,0.6416,0.5579,84.33,5.0237,861.2,0.9609,57.64
29-Apr-21,0.7796,0.6424,0.5585,84.69,5.0444,862.52,0.9594,57.75
30-Apr-21,0.7776,0.6417,0.5579,84.63,5.0314,864.98,0.9547,57.57
03-May-21,0.7714,0.6417,0.5585,84.57,4.9947,865.33,0.9488,57.23
04-May-21,0.7743,0.6433,0.5579,84.65,5.0135,867.97,0.9518,57.22
05-May-21,0.7725,0.6431,0.5556,84.49,5.0019,867.25,0.9497,57.08
06-May-21,0.7741,0.6447,0.5566,84.64,5.0159,871.41,0.9493,57.25
07-May-21,0.7777,0.6448,0.5593,84.85,5.0239,871.99,0.9462,57.27
10-May-21,0.7856,0.6465,0.5594,85.5,5.0524,875.36,0.9519,57.65
11-May-21,0.7839,0.6455,0.5549,85.34,5.0398,877.05,0.9477,57.59
12-May-21,0.7795,0.643,0.5522,84.86,5.0194,877.04,0.9449,57.28
13-May-21,0.7709,0.6385,0.5486,84.58,4.9779,872.63,0.9354,56.6
14-May-21,0.7736,0.6395,0.5504,84.71,4.9806,872.76,0.9413,56.75
17-May-21,0.7751,0.6392,0.5503,84.74,4.9906,879.82,0.9399,56.76
18-May-21,0.7787,0.64,0.5497,84.99,5.0062,880.87,0.938,56.91
19-May-21,0.7791,0.6365,0.5487,84.88,5.0066,880.54,0.9401,56.85
20-May-21,0.7749,0.6363,0.5489,84.58,4.9918,878.32,0.9383,56.68
21-May-21,0.7756,0.634,0.5467,84.35,4.9894,873.55,0.9366,56.59
24-May-21,0.7739,0.6349,0.5466,84.19,4.9794,872.68,0.9339,56.43
25-May-21,0.7753,0.6342,0.5469,84.31,4.9714,870.28,0.9339,56.49
26-May-21,0.7787,0.6353,0.5499,84.72,4.981,869.21,0.9383,56.67
27-May-21,0.7748,0.6353,0.5487,84.52,4.9459,865.43,0.9389,56.3
28-May-21,0.7727,0.6346,0.5447,84.92,4.9236,862.02,0.9341,55.96
31-May-21,0.7725,0.6335,0.5444,84.77,4.9214,858.71,0.9331,55.96
01-Jun-21,0.7744,0.6335,0.5443,84.78,4.9341,857.08,0.9334,56.35
02-Jun-21,0.7742,0.6337,0.5471,84.94,4.9421,861.51,0.9345,56.68
03-Jun-21,0.7733,0.6341,0.5464,84.89,4.9412,861.02,0.9318,56.53
04-Jun-21,0.7653,0.6321,0.5432,84.39,4.9035,854.92,0.9278,55.85
07-Jun-21,0.7734,0.6361,0.5472,84.71,4.951,859.98,0.9354,56.28
08-Jun-21,0.7743,0.6358,0.5472,84.77,4.9501,863.06,0.9361,56.4
09-Jun-21,0.774,0.6356,0.5467,84.74,4.9503,863.28,0.937,56.49
10-Jun-21,0.7737,0.636,0.5483,84.75,4.9396,862.92,0.9373,56.46
11-Jun-21,0.7754,0.6362,0.5472,84.84,4.9529,861.27,0.9373,56.57
15-Jun-21,0.7716,0.6363,0.5463,84.91,4.9392,862,0.9362,56.49
16-Jun-21,0.7694,0.6343,0.5461,84.69,4.923,859.3,0.9371,56.43
17-Jun-21,0.7632,0.6359,0.5449,84.44,4.9013,862.58,0.9362,56.25
18-Jun-21,0.7537,0.6331,0.5421,82.94,4.8587,853.14,0.9328,55.89
21-Jun-21,0.75,0.632,0.5431,82.4,4.849,852.23,0.9355,55.61
22-Jun-21,0.7509,0.6314,0.5404,82.96,4.8579,849.97,0.93,55.65
23-Jun-21,0.7545,0.6326,0.5413,83.58,4.8923,857.6,0.9296,56.1
24-Jun-21,0.7569,0.6348,0.5423,83.91,4.903,859.35,0.9317,56.17
25-Jun-21,0.7594,0.636,0.5452,84.17,4.9053,856.28,0.9347,56.33
28-Jun-21,0.7591,0.6365,0.5463,84.01,4.9053,857.92,0.9341,56.32
29-Jun-21,0.7563,0.6344,0.545,83.62,4.8842,853.7,0.9332,56.13
30-Jun-21,0.7518,0.632,0.5429,83.07,4.8553,847.52,0.9318,55.92
01-Jul-21,0.7483,0.6319,0.5417,83.16,4.8387,847.24,0.9281,55.64
