Time,TotalEmployed,TotalEmployed_M,TotalEmployed_F,Employment_To_Population_Ratio,Employment_To_Population_Ratio_M,Employment_To_Population_Ratio_F,TotalUnemployed,TotalUnemployed_M,TotalUnemployed_F,Population 15 and over,Population 15 and over_M,Population 15 and over_F
Jan-08,10524.9,5806.1,4718.7,62.2,69.7,54.9,503.3,252.6,250.8,16929.3,8334.7,8594.6
Feb-08,10622.9,5839.6,4783.3,62.6,69.9,55.5,500.4,242.9,257.5,16967.9,8354.9,8613
Mar-08,10677.4,5852,4825.4,62.8,69.9,55.9,479.7,247.5,232.2,17006.5,8375,8631.5
Apr-08,10706.2,5859.1,4847.1,62.8,69.8,56.1,484.1,248.6,235.5,17035.8,8390.6,8645.2
May-08,10690.3,5851.7,4838.6,62.6,69.6,55.9,478.3,247.2,231.1,17065,8406.1,8658.9
Jun-08,10745,5890.2,4854.8,62.9,69.9,56,462.7,236.4,226.2,17094.3,8421.6,8672.7
Jul-08,10762,5901.9,4860,62.8,69.9,55.9,439.8,214,225.8,17127.6,8439.2,8688.4
Aug-08,10710.4,5862.2,4848.2,62.4,69.3,55.7,429.4,216.2,213.2,17161,8456.7,8704.2
Sep-08,10854.6,5937.9,4916.6,63.1,70.1,56.4,484.9,251,233.9,17194.3,8474.3,8720
Oct-08,10807.4,5922.3,4885.1,62.7,69.8,55.9,458.7,235,223.7,17225.8,8490.4,8735.4
Nov-08,10757.3,5880.5,4876.8,62.3,69.1,55.7,465.9,237.4,228.5,17257.3,8506.5,8750.8
Dec-08,10915.6,5961.7,4954,63.1,70,56.5,506.5,277.1,229.5,17288.8,8522.6,8766.2
Jan-09,10681,5839.5,4841.5,61.6,68.4,55.1,600,339.1,260.9,17325.4,8541.3,8784.1
Feb-09,10776.7,5866.8,4909.9,62.1,68.5,55.8,683.9,361.3,322.7,17362,8560,8802.1
Mar-09,10775.2,5859.4,4915.9,61.9,68.3,55.7,693,373.1,319.9,17398.7,8578.6,8820
Apr-09,10792.7,5871,4921.7,61.9,68.3,55.7,637,354,283,17424,8591.4,8832.6
May-09,10786.8,5847.7,4939.1,61.8,68,55.8,667.5,387.4,280.1,17449.4,8604.1,8845.2
Jun-09,10770.9,5842.7,4928.3,61.6,67.8,55.6,654.7,376,278.7,17474.7,8616.9,8857.8
Jul-09,10808.8,5880.2,4928.6,61.8,68.1,55.6,601.7,346.2,255.5,17503.1,8630.9,8872.2
Aug-09,10707.3,5833.8,4873.4,61.1,67.5,54.8,623.5,347.3,276.2,17531.4,8644.8,8886.6
Sep-09,10882.1,5919.9,4962.2,62,68.4,55.7,647.2,358.7,288.4,17559.8,8658.8,8901
Oct-09,10845.2,5904.4,4940.8,61.7,68.1,55.4,613.7,343.6,270.1,17582,8669.2,8912.9
Nov-09,10829.2,5884.8,4944.5,61.5,67.8,55.4,593.4,332.8,260.7,17604.3,8679.6,8924.7
Dec-09,11010.9,6000.1,5010.9,62.5,69,56.1,619.1,340.1,279,17626.5,8690,8936.6
Jan-10,10809.9,5924.5,4885.4,61.2,68.1,54.6,654.1,357.7,296.4,17655.7,8704.3,8951.4
Feb-10,10889.2,5958,4931.2,61.6,68.3,55,690.5,372.5,318,17684.8,8718.6,8966.2
Mar-10,10928.9,5960.6,4968.3,61.7,68.3,55.3,666.6,365.8,300.7,17714,8732.9,8981.1
Apr-10,10940.1,5983.7,4956.4,61.7,68.4,55.1,642.7,343.4,299.3,17733.6,8742.6,8991
May-10,10957.4,5977.2,4980.2,61.7,68.3,55.3,604.6,329.9,274.7,17753.2,8752.3,9000.9
Jun-10,11009.3,6006.1,5003.1,61.9,68.5,55.5,580.3,312.5,267.8,17772.8,8762,9010.8
Jul-10,11030.5,6027.2,5003.3,62,68.7,55.5,572,301.9,270.1,17793.8,8772,9021.9
Aug-10,10973.8,5997,4976.8,61.6,68.3,55.1,559.3,286,273.3,17814.9,8782,9032.9
Sep-10,11159.4,6086.7,5072.7,62.6,69.2,56.1,592.1,313.7,278.4,17836,8792,9044
Oct-10,11129,6077.1,5051.9,62.3,69,55.8,589.8,309.8,280,17857,8801.9,9055.1
Nov-10,11144.5,6084.2,5060.4,62.3,69,55.8,558.2,283,275.3,17878,8811.8,9066.1
Dec-10,11295,6174.7,5120.3,63.1,70,56.4,561.5,286.6,275,17899,8821.7,9077.2
Jan-11,11063.7,6077.5,4986.1,61.7,68.8,54.8,631.1,328.2,302.9,17926.3,8834.8,9091.5
Feb-11,11146.2,6101.5,5044.6,62.1,69,55.4,662.7,342.5,320.2,17953.6,8847.8,9105.8
Mar-11,11217,6120.3,5096.7,62.4,69.1,55.9,619.2,307.3,311.9,17980.9,8860.9,9120
Apr-11,11186.5,6096.6,5090,62.1,68.7,55.7,588.2,310.3,277.9,18002.6,8872,9130.6
May-11,11196.2,6101.1,5095.1,62.1,68.7,55.7,589.8,302.3,287.5,18024.2,8883.1,9141.1
Jun-11,11221.3,6098.1,5123.1,62.2,68.6,56,564.2,292.6,271.6,18045.9,8894.2,9151.7
Jul-11,11225.7,6110.3,5115.4,62.1,68.6,55.8,562.5,295.4,267.1,18067.6,8903.3,9164.3
Aug-11,11127.2,6045.9,5081.3,61.5,67.8,55.4,596.8,322.1,274.7,18090.2,8913.1,9177.1
Sep-11,11315.9,6131.1,5184.8,62.5,68.7,56.4,620.1,332,288.2,18112.8,8922.9,9189.9
Oct-11,11270.9,6114.8,5156.2,62.1,68.4,56,588.6,324.4,264.2,18140.2,8937,9203.3
Nov-11,11239.4,6106.1,5133.4,61.9,68.2,55.7,578.2,308,270.1,18167.6,8951,9216.7
Dec-11,11355.8,6191.2,5164.6,62.4,69.1,56,602,306.6,295.5,18195.1,8965,9230.1
Jan-12,11160.5,6105.3,5055.1,61.2,68,54.7,642.3,342.1,300.2,18227.4,8981.1,9246.3
Feb-12,11237.7,6123.5,5114.2,61.5,68.1,55.2,699.6,365,334.6,18259.8,8997.2,9262.6
Mar-12,11334.5,6144,5190.6,62,68.2,55.9,659.9,342.8,317.1,18292.1,9013.3,9278.8
Apr-12,11331.6,6163.6,5168.1,61.9,68.3,55.6,599.3,313.6,285.7,18317.9,9026.5,9291.4
May-12,11393.2,6180.1,5213.1,62.1,68.4,56,620.9,318.1,302.9,18343.8,9039.8,9304
Jun-12,11356,6169.2,5186.8,61.8,68.1,55.7,599.3,306.8,292.5,18369.6,9053,9316.6
Jul-12,11368.8,6170.4,5198.4,61.8,68.1,55.7,583.4,314.3,269.1,18396.6,9066.5,9330.1
Aug-12,11264.1,6108.2,5155.9,61.1,67.3,55.2,590.8,327.8,263,18423.7,9080.1,9343.6
Sep-12,11457.6,6182.4,5275.2,62.1,68,56.4,661.1,371.5,289.6,18450.7,9093.6,9357.1
Oct-12,11406,6190.9,5215.1,61.7,68,55.7,623.6,336,287.7,18476.1,9105.7,9370.4
Nov-12,11378.3,6162.8,5215.5,61.5,67.6,55.6,589.2,323.3,265.8,18501.4,9117.8,9383.6
Dec-12,11521.3,6262.3,5259,62.2,68.6,56,637.8,344.7,293.1,18526.8,9129.9,9396.9
Jan-13,11305.9,6152.2,5153.8,60.9,67.3,54.8,696.9,383.9,313,18557.6,9144.5,9413
Feb-13,11425.3,6198.7,5226.6,61.5,67.7,55.4,741,395.1,345.9,18588.3,9159.1,9429.3
Mar-13,11437.3,6189.8,5247.5,61.4,67.5,55.6,726.1,391,335,18619.1,9173.7,9445.5
Apr-13,11481.1,6211.4,5269.7,61.6,67.6,55.7,682.9,362,320.9,18643.4,9185.6,9457.8
May-13,11491.7,6230.1,5261.5,61.6,67.7,55.6,676.9,363.5,313.4,18667.7,9197.6,9470.1
Jun-13,11492.5,6224.2,5268.3,61.5,67.6,55.6,673.4,367.6,305.8,18691.9,9209.5,9482.4
Jul-13,11480,6220.3,5259.7,61.3,67.5,55.4,647.2,356.5,290.7,18717.3,9220.8,9496.5
Aug-13,11361.4,6144.9,5216.5,60.6,66.6,54.9,681,373.5,307.5,18742.6,9232.1,9510.5
Sep-13,11539.3,6225.3,5314,61.5,67.3,55.8,693.4,377.1,316.3,18767.9,9243.4,9524.5
Oct-13,11482.6,6198.2,5284.3,61.1,67,55.4,680.4,381,299.4,18787,9250.5,9536.4
Nov-13,11445.9,6178.3,5267.6,60.9,66.7,55.2,657.6,365.8,291.7,18806,9257.6,9548.4
Dec-13,11537.6,6234.3,5303.3,61.3,67.3,55.5,694.6,386,308.6,18825,9264.7,9560.3
Jan-14,11323.8,6140.8,5182.9,60.1,66.2,54.1,772.1,416.1,356,18856.9,9280.8,9576.1
Feb-14,11464.6,6222.1,5242.5,60.7,66.9,54.7,837.2,427.6,409.5,18888.7,9296.8,9591.9
Mar-14,11535.7,6236,5299.7,61,67,55.2,766.8,389.6,377.2,18920.6,9312.9,9607.7
Apr-14,11555.1,6249,5306,61,67,55.2,714.2,378.8,335.4,18939.1,9321.3,9617.7
May-14,11553.3,6232.9,5320.4,60.9,66.8,55.3,717.9,373.9,344.1,18957.5,9329.8,9627.7
Jun-14,11553.2,6227.4,5325.9,60.9,66.7,55.3,721.8,389.7,332.2,18976,9338.3,9637.7
Jul-14,11542.2,6224.4,5317.8,60.8,66.6,55.1,741.7,405.5,336.2,18999.4,9349,9650.4
Aug-14,11572.8,6225.3,5347.4,60.8,66.5,55.3,733.8,396.8,337,19022.8,9359.6,9663.2
Sep-14,11533.8,6215,5318.8,60.6,66.3,55,746.4,400.1,346.3,19046.3,9370.3,9676
Oct-14,11550.1,6229.7,5320.5,60.6,66.4,54.9,752,403.2,348.8,19067.3,9379.8,9687.6
Nov-14,11581.7,6259.8,5322,60.7,66.7,54.9,723.8,398.2,325.5,19088.4,9389.3,9699.2
Dec-14,11715.7,6320.7,5395,61.3,67.3,55.6,732,390.4,341.5,19109.5,9398.8,9710.7
Jan-15,11467.4,6208.5,5258.8,59.9,66,54.1,837.6,460,377.6,19139,9412.7,9726.3
Feb-15,11724.1,6334.1,5390,61.2,67.2,55.3,837.5,444.6,392.9,19168.6,9426.6,9742
Mar-15,11698.2,6324.8,5373.4,60.9,67,55.1,808.8,427,381.8,19198.1,9440.6,9757.6
Apr-15,11711.5,6320,5391.5,60.9,66.9,55.2,764.7,406.3,358.4,19217.4,9449.3,9768.1
May-15,11781.4,6343.3,5438.1,61.2,67.1,55.6,730.2,388.3,341.8,19236.8,9458.1,9778.7
Jun-15,11752.9,6316.7,5436.2,61,66.7,55.5,729.7,391.8,337.9,19256.1,9466.8,9789.3
Jul-15,11759.9,6323.7,5436.2,61,66.7,55.5,771,404,367,19279.6,9477.4,9802.2
Aug-15,11702.6,6276.5,5426.2,60.6,66.2,55.3,760.3,415.6,344.7,19303.1,9488,9815.1
Sep-15,11771,6310.4,5460.6,60.9,66.4,55.6,753.6,414.6,339,19326.5,9498.5,9828
Oct-15,11865.8,6358,5507.8,61.3,66.9,56,713.7,388.2,325.5,19348.2,9507.9,9840.3
Nov-15,11935.3,6373.7,5561.6,61.6,67,56.4,689.1,365.5,323.6,19369.9,9517.3,9852.6
Dec-15,12025,6435.3,5589.8,62,67.5,56.7,703,373.5,329.4,19391.5,9526.7,9864.9
Jan-16,11759.6,6328.5,5431.2,60.5,66.3,55,816.1,443.7,372.4,19424.2,9542.3,9881.9
Feb-16,11975.9,6418.3,5557.6,61.6,67.2,56.1,787.8,406.3,381.5,19456.8,9558,9898.9
Mar-16,11945.5,6399.3,5546.2,61.3,66.8,55.9,762.3,400.1,362.2,19489.5,9573.6,9915.9
Apr-16,11968.5,6401,5567.6,61.3,66.8,56.1,719.4,371.7,347.6,19511.6,9583.7,9927.9
May-16,11999.9,6420.8,5579.1,61.4,66.9,56.1,715.1,373.2,341.9,19533.7,9593.8,9939.9
Jun-16,11991.3,6406.1,5585.2,61.3,66.7,56.1,703.5,356.7,346.9,19555.8,9603.9,9951.9
Jul-16,11995.3,6412.3,5582.9,61.2,66.7,56,708.8,373.5,335.3,19585.6,9617.8,9967.8
Aug-16,11904.7,6365.5,5539.2,60.7,66.1,55.5,708.1,380.3,327.8,19615.4,9631.7,9983.6
Sep-16,11944.4,6370.9,5573.5,60.8,66,55.7,696,376.1,319.9,19645.1,9645.7,9999.5
Oct-16,11988.7,6406.6,5582.1,60.9,66.3,55.8,676.4,363.3,313.1,19670.1,9657.5,10012.6
Nov-16,12054,6426.1,5627.9,61.2,66.5,56.1,684,364.8,319.2,19695.1,9669.4,10025.7
Dec-16,12149.2,6485.2,5664,61.6,67,56.4,723.2,392.1,331.1,19720.1,9681.3,10038.8
Jan-17,11885.9,6356,5529.9,60.2,65.5,55,777.6,407.7,369.9,19757,9699.7,10057.3
Feb-17,12103.3,6480.5,5622.9,61.1,66.7,55.8,820.3,423.4,396.8,19793.9,9718.1,10075.8
Mar-17,12121.8,6477.9,5643.9,61.1,66.5,55.9,803.4,409.4,394,19830.7,9736.4,10094.3
Apr-17,12189.6,6535.8,5653.8,61.4,67,55.9,730.7,364.3,366.5,19853.9,9747.8,10106.1
May-17,12256.6,6538.7,5717.9,61.7,67,56.5,704.5,367.3,337.2,19877.1,9759.2,10117.9
Jun-17,12255,6523.4,5731.6,61.6,66.8,56.6,706.1,370.9,335.2,19900.3,9770.6,10129.7
Jul-17,12260.9,6539.7,5721.2,61.5,66.8,56.4,712.3,384.2,328.2,19928.9,9784.1,10144.8
Aug-17,12245.3,6513.6,5731.8,61.4,66.5,56.4,714.6,381.7,332.8,19957,9797.3,10159.7
Sep-17,12333.6,6552.9,5780.7,61.7,66.8,56.8,692.5,374.4,318.1,19985.1,9810.4,10174.7
Oct-17,12350.7,6564,5786.7,61.7,66.8,56.8,666.8,350,316.8,20005.6,9820.1,10185.5
Nov-17,12453.6,6609.1,5844.5,62.2,67.2,57.3,661.4,353.1,308.2,20026.1,9829.7,10196.4
Dec-17,12567.8,6654.4,5913.4,62.7,67.6,57.9,716.9,394.7,322.2,20046.6,9839.3,10207.3
Jan-18,12305.1,6557.7,5747.3,61.3,66.5,56.2,780.1,410.5,369.5,20083.2,9857.7,10225.5
Feb-18,12528.2,6661.2,5866.9,62.3,67.4,57.3,805.7,415.3,390.4,20119.8,9876.1,10243.7
Mar-18,12494.8,6631.7,5863.1,62,67,57.1,777.8,403,374.9,20156.4,9894.5,10261.9
Apr-18,12525.9,6652.3,5873.6,62.1,67.1,57.2,740.6,387.4,353.2,20180.4,9906.7,10273.7
May-18,12572.7,6665.4,5907.3,62.2,67.2,57.4,702.2,365.9,336.3,20204.4,9918.8,10285.6
Jun-18,12608.4,6671,5937.3,62.3,67.2,57.7,687.9,375,312.9,20228.4,9931,10297.5
Jul-18,12575.4,6680.8,5894.5,62.1,67.2,57.2,689.9,374.7,315.2,20259.5,9946.2,10313.3
Aug-18,12547.5,6669.1,5878.4,61.8,66.9,56.9,698.4,368.5,329.9,20290.5,9961.4,10329.1
Sep-18,12615.5,6703.6,5911.8,62.1,67.2,57.1,648.4,339.2,309.1,20321.6,9976.6,10345
Oct-18,12654.6,6714.8,5939.8,62.2,67.2,57.3,634.2,337.5,296.7,20345.2,9987.7,10357.4
Nov-18,12741.6,6749.6,5992,62.6,67.5,57.8,634.8,344.3,290.5,20368.8,9998.9,10369.8
Dec-18,12839.2,6807.7,6031.4,63,68,58.1,648.8,348.1,300.7,20392.4,10010.1,10382.3
Jan-19,12603.1,6714.9,5888.2,61.7,67,56.6,726.9,378.2,348.7,20428.1,10028.1,10400
Feb-19,12802.2,6791.6,6010.5,62.6,67.6,57.7,727.8,377.8,350,20463.9,10046.2,10417.7
Mar-19,12785.2,6789.2,5996.1,62.4,67.5,57.5,731.8,380.9,350.8,20499.6,10064.2,10435.5
Apr-19,12831.7,6791,6040.7,62.5,67.4,57.8,714,370.8,343.1,20520.2,10074.1,10446.1
May-19,12921.1,6859.3,6061.8,62.9,68,58,694.3,368.8,325.5,20540.8,10084,10456.8
Jun-19,12889.7,6833.6,6056.1,62.7,67.7,57.9,692,363,328.9,20561.4,10093.9,10467.5
Jul-19,12887.3,6829.1,6058.2,62.6,67.6,57.8,702.6,375,327.6,20592.3,10108.4,10483.9
Aug-19,12858.3,6795.5,6062.8,62.3,67.1,57.7,714.4,385.2,329.2,20623.3,10123,10500.3
Sep-19,12925.9,6814.1,6111.8,62.6,67.2,58.1,691.8,386.9,304.9,20654.2,10137.5,10516.7
Oct-19,12899.6,6794,6105.6,62.4,66.9,58,685.8,375.3,310.5,20679.4,10149,10530.5
Nov-19,12994.9,6841.3,6153.6,62.8,67.3,58.4,653.7,355.7,298,20704.6,10160.5,10544.2
Dec-19,13096.7,6886.8,6209.9,63.2,67.7,58.8,667,371.8,295.2,20729.8,10171.9,10557.9
Jan-20,12831.3,6763.1,6068.2,61.8,66.4,57.4,775,414.9,360.2,20763.3,10187.6,10575.7
Feb-20,13052.9,6876,6176.9,62.8,67.4,58.3,761,405.9,355.1,20796.8,10203.3,10593.5
Mar-20,13004.6,6856.8,6147.8,62.4,67.1,57.9,765.5,401.6,363.9,20830.3,10219,10611.3
Apr-20,12412,6580.5,5831.5,59.6,64.4,54.9,850.4,463.9,386.4,20838.4,10222.9,10615.5
May-20,12190.8,6477.1,5713.7,58.5,63.3,53.8,904.6,482.4,422.1,20846.4,10226.7,10619.7
Jun-20,12391.6,6553.9,5837.7,59.4,64.1,54.9,966.4,513.4,452.9,20854.5,10230.6,10623.9
Jul-20,12472.5,6592.5,5880.1,59.8,64.4,55.4,994.4,531.1,463.3,20852.4,10229.3,10623.1
Aug-20,12563.7,6612.5,5951.3,60.3,64.7,56,921.5,503.7,417.8,20850.3,10227.9,10622.3
Sep-20,12568,6611.9,5956.1,60.3,64.7,56.1,908.9,506.2,402.8,20848.1,10226.6,10621.5
Oct-20,12737.4,6724.7,6012.7,61.1,65.7,56.6,906.9,480.9,426,20852.1,10228.2,10623.9
Nov-20,12884.5,6798.3,6086.2,61.8,66.5,57.3,874.5,449.3,425.2,20856.1,10229.8,10626.3
Dec-20,12998.7,6830.6,6168.2,62.3,66.8,58,872.6,476.3,396.3,20860.1,10231.4,10628.7
Jan-21,12734.5,6736.2,5998.3,61,65.8,56.4,936.8,503.6,433.2,20862.1,10231.8,10630.3
Feb-21,13031.2,6848.9,6182.2,62.5,66.9,58.1,872.8,470.8,402,20864.2,10232.3,10631.9
Mar-21,13052.4,6840.8,6211.5,62.6,66.9,58.4,830.6,447.7,382.9,20866.2,10232.7,10633.5
Apr-21,13022.9,6848.4,6174.4,62.4,66.9,58,761,410.6,350.4,20876,10236.8,10639.1
May-21,13187.4,6895.9,6291.5,63.1,67.3,59.1,692,380.1,311.9,20885.7,10241,10644.7
